row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,matching_text_snippets
5956,26,deepseek-chat,Safety,Turbine siting,22,meters,Minimum clearance of 22m must be maintained between lowest blade tip and highest astronomical tide,False,,
5966,26,gpt-4o-mini,Technical,Seafloor impacts during construction activities.,1000,feet,"The Lessee must submit the as-built or as-laid position plats at a scale of 1-in. = 1,000-ft., with Differential Global Positioning System (DGPS) accuracy demonstrating that these seafloor disturbing activities complied with the avoidance criteria applied to the archaeological sites or historic properties established in the Section 106 MOA.",False,,
5989,26,gpt-4o-mini,Safety,Operational phase,80000,USD,"Contribute funds ($80,000) toward the execution of the RAM for each affected radar;",True,160,"Page 160: ""...notify norad 30-60 days ahead of project completion and when the project is complete and operational for radar adverse impact management (ram) scheduling; contribute funds ($80,000) toward the execution of the ram for each affected radar; curtail activities for national security of defense purposes as described in the leasing agreement. additionally, don requested the following conditions: require the developer to coordinate prior..."""
6003,26,gemini-1.5-pro,Technical,Trawl surveys,7,days,The Lessee must submit the PSO Training Plan for Trawl Surveys no later than 7 days prior to the start of trawl surveys.,True,99,"Page 99: ""...rvey. if the lessee will deploy non-nefop trained observer s, the lessee must submit a training plan to boem and nmfs garfo-prd describing the training that will be provided to the survey observers. the lessee must submit the pso training plan for trawl surveys no later than 7 days prior to the start of trawl surveys. this plan must include a description of the elements of the training (i.e., curriculum, virtual or hands on, etc.) and identify who will carry out the training and their qualifications. once the trai..."""
6007,26,gpt-4o-mini,Financial,Direct Compensation Fund for the Project during the post-construction period.,50,percent,"The Lessee must reserve 100 percent of annual revenue exposure for the first year after construction, 80 percent of revenue exposure 2 years after construction, 70 percent of revenue exposure 3 years after construction, 60 percent after 4 years, and 50 percent for the 5th year post-construction.",False,,
6011,26,gpt-4o-mini,Technical,Operational phase,15,days,"The Lessee must submit a revised OSRP to BSEE OSPD within 15 days if any of the following conditions occur: The Lessee removes a contracted IMT, OSRO, or SROT from the Lessee’s plan.",False,,
6014,26,gemini-1.5-pro,Safety,Critical safety systems,1,month,Surveillance records for each OSS must be submitted within one month of verification by the qualified third party.,True,71,"Page 71: ""...ommission system for certification to standards relating to equipment for use in renewable energy applications [iecre od -502, 2018)]) for the critical safety systems identified in section 2.23.2. surveillance records for each oss must be submitted within one month of verification by the qualified third party. after the commissioning of the critical safety systems has been completed for the first wtg, the lessee must, on a monthly basis, submit the surveillance records or conformity statement and supportin..."""
6032,26,gpt-4o-mini,Safety,Operational phase,30,days,The Lessee must notify BSEE OSPD at least 30 days in advance of any exercise it intends to conduct for compliance with this condition.,True,62,"Page 62: ""...se, and annual scenario -based imt tabletop exercises in the two years without a functional exercise. the lessee must conduct an annual oil spill response equipment deployment exercise. 2.12.15.2 the lessee must notify bsee ospd at least 30 days in advance of any exercise it intends to conduct for compliance with this condition. 2.12.15.3 bsee will advise the lessee about the options it has to satisfy these requirements and may require changes in the type, frequency, or location of the required exercises, exercise objective..."""
6037,26,claude-3-haiku-20240307,Spatial,HRG Surveys – visual PSOs,100,meters,Sea turtles - 100 m,False,,
6044,26,claude-3-haiku-20240307,Technical,Anchoring activities,120,days,"Proposed Anchoring Plat must be submitted 120 days before anchoring activities. If there are fewer than 120 days between anchoring activities and this COP approval, no later than 60 days prior to commencing anchoring activities.",False,,
6051,26,gpt-4o-mini,Technical,PAM placement activities,90,days,The Lessee must submit as-placed PAM system plats to BSEE within 90 days of placement.,False,,
6063,26,gpt-4o-mini,Safety,Operational phase,24,hours,"If any such incidents occur, they must be reported to BSEE and NMFS GARFO-PRD within 24 hours.",True,106,"Page 106: ""...requirements regarding vessel speed and avoiding jellyfish, sargassum, and/or sea turtles is when the safety of the vessel or crew during an emergency necessitates deviation from these requirements. if any such incidents occur, they must be reported to bsee and nmfs garfo-prd within 24 hours. 5.8.9 visual observer requirements . the lessee must ensure that vessel operators and crew members maintain a vigilant watch for marine mammals and sea turtles, and reduce vessel speed, alter the..."""
6088,26,gemini-1.5-pro,Safety,"MEC/UXO discovery during seabed clearance, construction, and operations",24,hours,"The Lessee must also provide the following information to BOEM (BOEM_MEC_Reporting@boem.gov), BSEE via TIMSWeb, and relevant agency representatives within 24 hours of any such discovery made during activities, such as seabed clearance, construction, and operations",False,,
6091,26,gemini-1.5-pro,Technical,Pre-commissioning,120,days,The Lessee must submit to BOEM documentation demonstrating how it will mitigate unacceptable interference with IOOS HF-radar systems,False,,
6094,26,gpt-4o-mini,Spatial,PAM placement activities,50,meters,The PAM placement activities must avoid potential archaeological resources by a minimum of 164 feet (50 meters) from the outer edge of magnetic anomalies or acoustic contacts for each of the resources.,False,,
6097,26,gemini-1.5-pro,Safety,"Oil Spill Response Plan (OSRP), Stochastic Trajectory Analysis",14,days,"The stochastic trajectory analysis must be conducted for the longest period that the discharged oil would reasonably be expected to persist on the water’s surface, or 14 days, whichever is shorter.",False,,
6100,26,gpt-4o-mini,Jurisdictional,Submission of Shoreside Support Services report related to the Direct Compensation Program.,90,days,"At least 90 days prior to establishment of the Direct Compensation Program, the Lessee must submit to BOEM a Shoreside Support Services report for a 60-day review and approval.",False,,
6101,26,gpt-4o-mini,Technical,Post-monitoring phase,120,days,"The Lessee must submit a log of these detections as well as the detection methodology to BOEM, BSEE and NMFS within 120 days following each recorder retrieval.",False,,
