model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name,value2,unit2
gemini,gemini-1.5-pro,27,C-009,Design Specification,The Wave and Met Buoy is 8.5 feet in diameter.,8.5,ft,3.1,Lease Area,The RPS Wave and Met Buoy is a 8.5 ft (2.6 m) round buoy,RPS Wave and Met Buoy,,
gemini,gemini-1.5-pro,27,C-010,Design Specification,"The Wave and Met Buoy weighs 4,409 lbs.",4409.0,lbs,3.1,Lease Area,"The Wave and Met Buoy weighs 4,409 lbs (2,000 kg).",RPS Wave and Met Buoy,,
gemini,gemini-1.5-pro,27,C-011,Environmental Mitigation,Landing areas have been minimized and anti-perching devices will be installed on the lights and mast.,,,3.1,FLiDAR Buoys,Landing areas have been minimized and anti-perching devices will be installed on the lights and mast.,RPS FLiDAR Buoy,,
gemini,gemini-1.5-pro,27,C-012,Environmental Mitigation,Horizontal surfaces have been minimized to limit potential ice/snow build up.,,,3.1,FLiDAR Buoys,horizontal surfaces have been minimized to limit the potential ice/snow build up.,RPS FLiDAR Buoy,,
gemini,gemini-1.5-pro,27,C-013,Operational Parameter,FLiDAR buoys will transmit data every 10 minutes.,10.0,minutes,5.1,FLiDAR Buoys,"10-minute average wind speed and direction profiles, as well as system voltage information and charge discharge rates will be transmitted every 10 minutes",RPS FLiDAR Buoy,,
gemini,gemini-1.5-pro,27,C-014,Operational Parameter,The Wave and Met Buoy will transmit data every 30 minutes.,30.0,minutes,5.1,Wave and Met Buoy,"Wave and met parameters, including 30 minute wave spectrum and 3 x 10 minute met parameter data, will be transmitted ... every 30 minutes.",RPS Wave and Met Buoy,,
gemini,gemini-1.5-pro,27,C-015,Safety Standard,Vessels must maintain a 1NM buffer from Traffic Separation Schemes.,1.0,NM,1,Lease Area,taking into consideration the required buffer of 1NM from Traffic Separation Schemes (TSS).,RPS FLiDAR Buoy,,
gemini,gemini-1.5-pro,27,C-016,Operational Parameter,Planned maintenance for the FLiDAR buoys is scheduled at 6-month intervals.,6.0,months,5.2.1,FLiDAR Buoys,Planned on-site maintenance for the RPS FLiDAR Buoys is scheduled at 6-month intervals,RPS FLiDAR Buoy,,
gemini,gemini-1.5-pro,27,C-017,Operational Parameter,Planned maintenance for the Wave and Met Buoy is scheduled every 6 months.,6.0,months,5.2.2,Wave and Met Buoy,Planned on-site maintenance for the Wave and Met Buoy is scheduled every 6 months,RPS Wave and Met Buoy,,
gemini,gemini-1.5-pro,27,C-018,Operational Parameter,Planned maintenance for the CM/CT Mooring is scheduled every 6 months.,6.0,months,5.2.3,CM/CT Mooring,Planned on-site maintenance for the CM/CT Mooring is scheduled every 6 months,CM/CT Mooring,,
gemini,gemini-1.5-pro,27,C-019,Operational Parameter,Vessels conducting activities must comply with vessel-strike avoidance measures.,,,4.2.1,Lease Area,"The Lessee must ensure that all vessels conducting activities in support of the plan submittal, including those transiting to and from local ports and the lease area, comply with the vessel-strike avoidance measures specified in stipulations 4.2",RPS FLiDAR Buoy,,
gemini,gemini-1.5-pro,27,C-020,Operational Parameter,Vessels 65 ft or greater operating from November 1 through April 30 must operate at speeds of 10 knots or less.,10.0,knots,4.2.4,Lease Area,"The Lessee must ensure that vessels 65 ft (19.8 m) in length or greater, operating from November 1 through April 30, operate at speeds of 10 knots (<18.5 km/hr) or less.",RPS FLiDAR Buoy,,
gemini,gemini-1.5-pro,27,C-021,Operational Parameter,"All vessels must maintain a separation distance of 1,640 ft or greater from any sighted North Atlantic right whale.",1640.0,ft,4.2.6.1,Lease Area,"The Lessee must ensure all survey vessels maintain a separation distance of 1,640 ft (500 m) or greater from any sighted North Atlantic right whale.",RPS FLiDAR Buoy,,
gemini,gemini-1.5-pro,27,C-022,Operational Parameter,All vessels must maintain a separation distance of 328 ft or greater from any sighted non-delphinoid cetacean.,328.0,ft,4.2.7.1,Lease Area,The Lessee must ensure all vessels maintain a separation distance of 328 ft (100 m) or greater from any sighted non-delphinoid cetacean.,RPS FLiDAR Buoy,,
gemini,gemini-1.5-pro,27,C-023,Operational Parameter,All vessels must maintain a separation distance of 164 ft or greater from any sighted sea turtle.,164.0,ft,4.2.9.1,Lease Area,The Lessee must ensure all vessels maintain a separation distance of 164 ft (50 m) or greater from any sighted sea turtle.,RPS FLiDAR Buoy,,
gemini,gemini-1.5-pro,28,C-001,Design Specification,The camera sled must be positioned 0.5-1.5 meters above the seafloor.,0.5,meters,2.1.1,Seafloor under survey,The video sled was deployed from a side-oriented A-frame by the Alpine Ocean crew and lowered until positioned 0.5-1.5 meters (m) above the seafloor.,,,
gemini,gemini-1.5-pro,28,C-002,Operational Parameter,Vessel speed must be kept to 1 knot or lower and never exceed 3 knots.,1.0,knot,2.1.1,Survey area,Vessel speed was usually kept to 1 knot or lower and never exceeded 3 knots.,,,
gemini,gemini-1.5-pro,28,C-003,Design Specification,Parallel-mounted lasers on the camera sled must be 7.5 centimeters apart.,7.5,centimeters,2.1.1,Camera sled,"The camera sled was equipped with an altimeter to record distance above sea floor, temperature probe, parallel-mounted lasers 7.5 centimeters (cm) apart, and a cable that transmitted real-time viewing of images to the vessel.",,,
gemini,gemini-1.5-pro,28,C-004,Design Specification,A 500-μm sieve must be used for sample processing.,500.0,μm,2.1.2,Sample processing location,"After collection, the “A” sample was then photographed and described more thoroughly (grain size and characteristics at depth) and both samples were then loaded onto a processing table and material washed through a 500-μm sieve using seawater under gentle pressure.",,,
gemini,gemini-1.5-pro,28,C-005,Design Specification,A four-inch diameter lexan tube must be used to remove sediment cores.,4.0,inches,2.1.2,Sample collection location,A four-inch diameter lexan tube was inserted and sediment cores were removed from each side of the grab sampler bucket and placed in sieving buckets.,,,
gemini,gemini-1.5-pro,28,C-006,Design Specification,A 100-mL sample must be taken for grain size analysis.,100.0,mL,2.1.2,Sample collection location,A 100-mL sample was taken from the sediment surrounding the cores on both sides and placed in plastic bags for grain size analysis.,,,
gemini,gemini-1.5-pro,29,C-001,Design Specification,Minimum wind speed thresholds ranging from 6 m/s to 12 m/s with 0.5 m/s intervals.,,m/s,Methods,All U.S. coastal waters,"To analyze the wind power distribution and visualize the results, 13 binary wind speed threshold layers were generated in a range relevant for industry use (6 – 12 m/s with an interval of 0.5 m/s).",Offshore Wind Turbines,,
gemini,gemini-1.5-pro,29,C-002,Design Specification,"Wind turbine hub heights of 100m, 150m, 200m, and 250m are considered.",,m,Methods,All U.S. coastal waters,"To calculate the power generation in each study region, wind speed raster layers were obtained from the Global Wind Atlas at three different heights (100 m, 150 m, and 200 m) [84]. ... Since turbine hub height and blade length have increased rapidly in the past decades [75,76], wind speeds at 250 m were derived based on power-curve extrapolation, as seen in Equation S1.",Offshore Wind Turbines,,
gemini,gemini-1.5-pro,29,C-003,Design Specification,"Exclusion of areas based on other ocean uses or ecological significance, including airports, existing energy infrastructure, aquaculture, disposal areas, highly protected marine and bird areas, military areas, navigation and shipping lanes, reefs, kelp forests, submarine cables, and wrecks.",,,Methods,All U.S. coastal waters,"Using Geographic Information System (GIS) mapping, regions with other ocean uses or ecological significance, including airports, existing energy infrastructure, aquaculture, disposal areas, highly protected marine and bird areas, military areas, navigation and shipping lanes, reefs, kelp forests, submarine cables, and wrecks [57,64,85], were excluded (see Table S1).",Turbine Foundations,,
gemini,gemini-1.5-pro,29,C-004,Design Specification,"Wake loss scenarios of 0%, 5%, 10%, and 20% are considered.",,%,Methods,All U.S. coastal waters,"Major output of this study includes ... energy output (TWh) with different wake loss scenarios (0%, 5%, 10%, 20%) ...",Offshore Wind Turbines,,
gemini,gemini-1.5-pro,3,C-001,Design Specification,Maximum out-of-level tolerance for crane pad.,1.0,%,,Crane Pad,Maximum out of level value: <1%,Access Road,,
gemini,gemini-1.5-pro,3,C-002,Design Specification,Maximum vertical crest or sag for intersection modification.,100.0,in.,,Intersection Modification,Maximum vertical crest or sag does not exceed _____in. in any 100' section.,Intersection Modification,,
gemini,gemini-1.5-pro,3,C-003,Design Specification,Road checks must be performed at least every 1000 feet.,1000.0,ft.,,Access Road,Road Checks shall be performed at a minimum every 1000'.,Access Road,,
gemini,gemini-1.5-pro,3,C-004,Safety Standard,Designated egress ways for foot travel must be clear.,,,,Warehouse,Designated egress ways for foot travel,Warehouse,,
gemini,gemini-1.5-pro,4,C-001,Design Specification,Up to 121 WTGs.,121.0,,ES.2,Lease Area,The Project (full build-out) comprises as many as 121 wind turbine generators (WTGs),Wind Turbine Generators,,
gemini,gemini-1.5-pro,4,C-002,Design Specification,Up to 4 OSSs.,4.0,,ES.2,Lease Area,up to 4 offshore substations (OSSs),Offshore Substations,,
gemini,gemini-1.5-pro,4,C-003,Design Specification,Up to 4 offshore export cables.,4.0,,ES.2,Lease Area,up to 4 offshore export cables,Offshore Export Cables,,
gemini,gemini-1.5-pro,4,C-004,Design Specification,1 meteorological tower.,1.0,,ES.2,Lease Area,and 1 meteorological tower (Met Tower),Meteorological Tower,,
gemini,gemini-1.5-pro,4,C-005,Design Specification,1 nautical mile setback from the Delaware Bay TSS.,1.0,nautical mile,2.1.2,Lease Area,The Proposed Action includes a 1 nautical mile (1.9 kilometer) setback from the traffic separation scheme (TSS) from Delaware Bay,Wind Turbine Generators,,
gemini,gemini-1.5-pro,4,C-006,Design Specification,WTGs spaced 0.77 nautical miles east-west and 1.02 nautical miles north-south.,0.77,nautical miles,2.1.2.1,Lease Area,with an east-west spacing of 0.77 nautical miles (1.43 kilometers) and a north-south spacing of 1.02 nautical miles (1.89 kilometers).,Wind Turbine Generators,,
gemini,gemini-1.5-pro,4,C-007,Design Specification,Landfall at 3R’s Beach.,,,ES.4.2,3R’s Beach,Up to four offshore export cables (installed within one Offshore Export Cable Route) would transition to a landfall at 3R’s Beach via horizontal directional drilling (HDD).,Offshore Export Cables,,
gemini,gemini-1.5-pro,4,C-008,Design Specification,Inshore export cable route within Indian River Bay.,,,ES.4.2,Indian River Bay,"From the landfall, the cables would continue along the Inshore Export Cable Route within Indian River Bay",Inshore Export Cable,,
gemini,gemini-1.5-pro,4,C-009,Design Specification,Onshore substations adjacent to Indian River substation.,,,ES.4.2,Area adjacent to Indian River substation,to connect to an onshore substation adjacent to the point of interconnection (POI) at the Indian River substation,Onshore Substations,,
gemini,gemini-1.5-pro,4,C-010,Environmental Mitigation,No in-water work between March 1 and September 30 in Indian River Bay.,,,2.1.2.1,Indian River Bay,"no in-water work (e.g.; cable installation, HDDs, dredging) within Indian River Bay between March 1 and September 30",Offshore Export Cables,,
gemini,gemini-1.5-pro,4,C-011,Environmental Mitigation,No HDD activities in the Atlantic to the beach landfall from April 15 through September 15.,,,2.1.2.1,Atlantic Ocean to beach landfall,no HDD activities in the Atlantic to the beach landfall from April 15 through September 15,Offshore Export Cables,,
gemini,gemini-1.5-pro,4,C-012,Design Specification,Towers Beach landfall.,,,ES.4.3,Towers Beach,Alternative C-1 includes the Towers Beach landfall,Onshore Export Cable Routes,,
gemini,gemini-1.5-pro,4,C-013,Design Specification,Terrestrial Onshore Export Cable Route from Towers Beach to Indian River substation (Route 2).,,,ES.4.3,From Towers Beach to Indian River substation,and a terrestrial Onshore Export Cable Route from the Towers Beach landfall to the Indian River substation (POI) (Onshore Export Cable Route 2).,Onshore Export Cable Routes,,
